hotel_name,location,price,original_price,ratings,score,reviews,rooms,beds,breakfast,transportation,metro_access,cancellation_policy,center_distance,tax_charges
"Lime Boutique B&B GK-1 at Kailash Colony Metro , Greater Kailash near Eros Hotel Nehru Place","Kailash Colony, New Delhi","55,936","88,788",Good,7.1,258,King Room with Balcony,2 extra-large double beds,Breakfast included,Free parking,Metro access,No prepayment needed – pay at the property,9.1 km from centre,"2,797"
Hotel N R Prime Royalty Greater Kailash - Couple Friendly,New Delhi,"9,590","11,988",Review score,4.5,112,Standard Double Room,2 extra-large double beds,,Free parking,Metro access,Free cancellation,9.2 km from centre,480
Hotel Golden Oasis - 5 Minute Walk from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","19,206","48,016",Good,7.5,99,Deluxe Room,2 double beds,,,No Metro,Free cancellation,1.1 km from centre,960
Hometown Hospitality - Walking Distance From Nizamuddin Railway Station,New Delhi,"15,724","22,788",Review score,5.7,58,Deluxe Double Room,2 double beds,,,Metro access,Free cancellation,6.2 km from centre,786
Hotel ALVAA Near Delhi airport Unit by Gross group,"Mahipalpur, New Delhi","23,793","23,793",Review score,6.4,5,Deluxe Double Room,2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,13.2 km from centre,"5,990"
Hotel Decent - Near Delhi Aerocity With Free Airport Drop,"Aerocity, New Delhi (Aerocity)","23,992","31,990",Exceptional,9.6,7,Deluxe Double Room,2 double beds,Breakfast included,Free parking,No Metro,Free cancellation,13.3 km from centre,"1,200"
Treebo Twin Tree,New Delhi,"26,857","72,587",Review score,6.1,42,Standard Double Room,Choice of beds: extra-large double or singles,,Free parking,Metro access,No prepayment needed – pay at the property,8.5 km from centre,"1,343"
Hotel The Spot Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","9,528","11,210",Very good,8.5,8,Deluxe Double or Twin Room,2 double beds,,,No Metro,Free cancellation,1 km from centre,476
Twamev couple Friendly Rajouri garden by The Arrow,"West Delhi, New Delhi","28,069","28,069",Review score,6.4,27,Double Room with Private Bathroom,2 large double beds,,Free parking,Metro access,Free cancellation,9.9 km from centre,"1,403"
Hotel 36 Westinn Vikaspuri,"West Delhi, New Delhi","38,428","38,428",Good,7.8,5,Double Room,2 double beds,Breakfast included,Free parking,No Metro,Free cancellation,14.3 km from centre,"1,921"
Hotel Airport Residency,New Delhi,"54,863","89,940",Review score,5.8,50,Deluxe Double Room,1 double bed,,Free parking,No Metro,No prepayment needed – pay at the property,16.3 km from centre,"2,743"
Hotel Mannat Green Near Naraina Vihar Metro Station,New Delhi,"48,718","243,592",Good,7.4,57,Deluxe King Room,2 extra-large double beds,,Free parking,Metro access,,8.7 km from centre,"2,436"
Le Meridien New Delhi,New Delhi,"431,600","431,600",Very good,8.3,"1,249",Executive Double or Twin Room,Beds: 1 double or 2 singles,,Swimming pool,No Metro,No prepayment needed – pay at the property,1.8 km from centre,"77,688"
Via The Luxe Inn,New Delhi,"14,604","28,084",Good,7.2,47,Deluxe Room,2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,11.5 km from centre,"1,036"
Hotel Grand Galaxy Delhi Near IGI Airport,New Delhi,"13,762","18,349",Very good,8.4,282,Deluxe Double Room,2 double beds,,Free parking,No Metro,,14.8 km from centre,688
Hotel Sapphire - Walking distance from New Delhi Railway Station & Connaught Place,"Paharganj, New Delhi (Chandni Chowk)","13,827","30,726",Review score,6.2,157,Budget Double Room,2 single beds,,,Metro access,No prepayment needed – pay at the property,1 km from centre,691
The Ocean,New Delhi,"21,416","21,416",Very good,8.3,24,Standard Queen Room,2 double beds,,Free parking,Metro access,No prepayment needed – pay at the property,9.3 km from centre,"1,071"
Hotel Hauz Khas Fort View,"Hauz Khas, New Delhi","20,028","37,789",Good,7.1,204,Standard Double Room,2 double beds,,Bar,No Metro,Free cancellation,9.5 km from centre,"1,001"
Hotel Green in Nearby ISBT Kashmiri Gate,"Central Delhi, New Delhi","10,327","14,753",Review score,6.8,4,Double Room,2 double beds,,,No Metro,Free cancellation,5 km from centre,516
Super Townhouse Preet Vihar Metro Station,"East Delhi, New Delhi","27,497","43,645",Good,7.5,25,Standard Double Room,2 large double beds,,,Metro access,Free cancellation,6.7 km from centre,"1,681"
The Oberoi New Delhi,New Delhi,"409,000","409,000",Exceptional,9.6,719,Luxury Room With Golf Course Or Landmark View,2 extra-large double beds,,Swimming pool,No Metro,,4.6 km from centre,"73,620"
The PratiQ - Signature Boutique Hotel Near Peera Garhi Metro Station,"Pashim Vihar, New Delhi","24,150","43,909",Review score,6.7,7,Deluxe Double Room,2 large double beds,,Hot tub/Jacuzzi,Metro access,Free cancellation,14.1 km from centre,"1,208"
The Dream House,"Safdarjung Enclave, New Delhi","43,238","50,868",Very good,8.2,302,Deluxe Room,2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,8.6 km from centre,"2,162"
"Saltstayz Premier - Naraina, Central Delhi",New Delhi,"64,173","97,232",Good,7.9,66,Deluxe Twin Room,4 single beds,,Free parking,Metro access,Free cancellation,8.5 km from centre,"3,209"
Hotel Gaylord International - New Delhi,"Paharganj, New Delhi (Chandni Chowk)","10,080","14,400",Review score,4.7,155,Standard Double Room with Fan,2 single beds,,Free parking,No Metro,Free cancellation,1.3 km from centre,504
Travellers Hotel,"Rohini, New Delhi","44,820","44,820",Good,7.8,10,Deluxe Double Room,1 extra-large double bed,,Free parking,No Metro,No prepayment needed – pay at the property,14.1 km from centre,"2,241"
Hotel Devise Residency,New Delhi,"22,788","22,788",,0.0,0,Double Room,24 double beds,,Free parking,No Metro,Free cancellation,7.9 km from centre,"1,139"
Via Blu Lagoon Inn,"Malviya Nagar, New Delhi","17,814","37,903",Review score,5.3,37,Deluxe Room,2 double beds,,,No Metro,No prepayment needed – pay at the property,11.6 km from centre,891
"Hotel G L Suites, A Block road no 4 street no 12 mahipalpur",New Delhi,"14,613","14,613",Review score,1.3,3,Budget Double Room,2 extra-large double beds,,Hot tub/Jacuzzi,No Metro,,14.8 km from centre,"5,519"
FabHotel Marble Arch,"Karol bagh, New Delhi","21,652","46,068",Good,7.0,"1,239",Deluxe Room,2 double beds,,,Metro access,No prepayment needed – pay at the property,3.1 km from centre,"1,083"
"The Roop Mahal, hotel,","East Delhi, New Delhi","22,788","22,788",,0.0,0,Standard Queen Room,"40 beds (20 doubles, 20 large doubles)",,Free parking,Metro access,Free cancellation,6.4 km from centre,"1,139"
Rivaz Hotel And Restaurant,"South Delhi, New Delhi","34,580","34,580",Review score,6.2,23,Deluxe Double Room,2 double beds,,Free parking,No Metro,Free cancellation,11.3 km from centre,"1,729"
Hotel S & G Grand Plaza 300 Meter From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","10,274","25,684",Fabulous,8.7,34,Standard Double Room,2 single beds,,,No Metro,No prepayment needed – pay at the property,1.1 km from centre,514
CR Residency - Near Us Embassy Chanakyapuri,"Chanakyapuri, New Delhi","17,978","23,970",Good,7.4,9,Deluxe Double Room with Shower,2 double beds,,Free parking,No Metro,Free cancellation,6.1 km from centre,899
Treebo Gemstone,"Karol bagh, New Delhi","32,069","79,184",Fabulous,8.6,15,Standard Double Room,Choice of beds: extra-large double or singles,Breakfast included,,No Metro,No prepayment needed – pay at the property,3.2 km from centre,"1,603"
Hotel Swisston Palace,"Karol bagh, New Delhi","17,952","17,952",Good,7.0,29,Deluxe Double Room,2 double beds,,Free parking,Metro access,,3.5 km from centre,898
Hotel Pearl - Mahipalpur Delhi Airport,"Mahipalpur, New Delhi","41,888","130,900",Very good,8.4,"1,610",Small Double Room,2 double beds,,Free parking,No Metro,,13.4 km from centre,"2,094"
뉴델리 한인 게스트하우스,"Hauz Khas, New Delhi","90,000","90,000",,0.0,0,Double Room with Private Bathroom,2 large double beds,Breakfast included,Free parking,Metro access,No prepayment needed – pay at the property,9.7 km from centre,"4,500"
Blueberry Hauz Khas Village,"Hauz Khas, New Delhi","40,942","58,488",Good,7.2,232,Standard King Room,2 extra-large double beds,,,No Metro,Free cancellation,9.5 km from centre,"2,047"
JW Marriott Hotel New Delhi Aerocity,"Aerocity, New Delhi (Aerocity)","209,000","209,000",Fabulous,8.8,980,Deluxe Guest room 1 King,2 extra-large double beds,Breakfast included,Swimming pool,Metro access,No prepayment needed – pay at the property,13.4 km from centre,"37,620"
"Hotel Aman Grand New Delhi # Mahipalpur # Restaurant, Lift, # Top Rated Property","Mahipalpur, Delhi",18900.0,18900.0,Good,7.4,33,Double Room,1 double bed,,Free parking,No Metro,Free cancellation,15.8 km from centre,945
FlexiBay-Affordable Hostel in North Delhi,"North Delhi, Delhi",12420.0,12420.0,Review score,6.5,22,Deluxe Double Room,1 double bed,,Free parking,No Metro,No prepayment needed – pay at the property,6.6 km from centre,621
Hotel Church House - Rohini I Near Metro I Spacious Rooms I Friendly Staff I Most Preferred Hotel In Rohini,"Rohini, Delhi",13975.0,41103.0,Very good,8.3,14,Family Room with Balcony,1 large double bed,,Free parking,No Metro,Free cancellation,12.3 km from centre,699
Super Hotel O Fazalpur,"East Delhi, Delhi",15039.0,23871.0,Good,7.6,33,Standard Double Room,2 large double beds,,,Metro access,Free cancellation,7.9 km from centre,760
Super Hotel O Dream Palace,Delhi,10174.0,16149.0,Review score,5.0,3,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,18.8 km from centre,815
Super Hotel O BAL GOPAL,"North Delhi, Delhi",8996.0,18359.0,Review score,4.3,3,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,26.7 km from centre,654
The Royal Suites,"West Delhi, Delhi",81000.0,81000.0,,0.0,0,Three-Bedroom Apartment with Balcony,"Entire apartment • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 26 m²3 beds (1 extra-large double, 2 large doubles)",,Free parking,No Metro,,10.4 km from centre,14580
Hotel Grand C & G at Central Delhi New Delhi,"Paharganj, Jāmb (Chandni Chowk)",11998.0,29994.0,Good,7.8,39,Triple Room with View,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,600
Hotel Sona Dx Newly Built Near Connaught place & City Centre,"Paharganj, Jāmb (Chandni Chowk)",360000.0,360000.0,Exceptional,10.0,5,Queen Room,2 double beds,,,No Metro,Free cancellation,,64800
Metro POD Hotel at New Delhi Metro & Railway Station,"Chandni Chowk, New Delhi (Chandni Chowk)",9648.0,14400.0,Very good,8.5,88,Bed in 10-Bed Mixed Dormitory Room,3 beds in dormitories3 bunk beds,,,Metro access,No prepayment needed – pay at the property,,482
The Delhi Dreams - A Luxury Hotel,"Paharganj, New Delhi (Chandni Chowk)",39000.0,78000.0,Exceptional,10.0,4,Executive Triple Room - Perfect for 3-4 Adults,"2 beds (1 single, 1 large double)",,Hot tub/Jacuzzi,No Metro,Free cancellation,,1950
Hotel Geet Deluxe at New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",25629.0,32036.0,Superb,9.0,22,Deluxe Double Room,2 double beds,,,No Metro,Free cancellation,,1281
Novotel New Delhi City Centre,"Central Delhi, New Delhi",122200.0,122200.0,Very good,8.4,273,Standard Deluxe Twin Room,4 single beds,,Swimming pool,No Metro,,,21996
The LaLiT New Delhi,New Delhi,243072.0,303840.0,Very good,8.0,"3,555","Executive Suite - 10% discount on Food & soft beverages, Laundry & Spa",Private suite1 extra-large double bed,Breakfast included,Swimming pool,Metro access,,,43753
Hotel The Royal Plaza,New Delhi,245000.0,245000.0,Review score,5.9,816,Royal Junior Suite - 15% Discount on Food & Soft Beverages,Private suite1 extra-large double bed,Breakfast included,Swimming pool,Metro access,,,44100
Saltstayz Autograph - Connaught Place,"Connaught Place, New Delhi",131839.0,223457.0,Good,7.8,353,Premium Room with Bathtub and City View,Private suite • 29 m²1 large double bed,,,Metro access,Free cancellation,,23731
Zostel Delhi,"Paharganj, New Delhi (Chandni Chowk)",26058.0,26058.0,Very good,8.0,"1,233",Bed in 6-Bed Female Dormitory Room,Bed in dormitory • 20 m²1 bunk bed,,,No Metro,No prepayment needed – pay at the property,,1303
Hotel HRS - New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",5190.0,5190.0,Review score,4.7,151,Double or Twin Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,No prepayment needed – pay at the property,,1010
Hotel Bala Ji International New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",16766.0,25794.0,Fabulous,8.6,425,Deluxe Family Room,"3 beds (1 extra-large double, 2 bunk beds)",,,No Metro,Free cancellation,,838
The Metropolitan Hotel & Spa New Delhi,New Delhi,128000.0,128000.0,Good,7.8,"1,349","Club Double or Twin Room with Breakfast and Dinner, 20% off on food & soft beverages",Beds: 1 double or 2 singles,Breakfast & dinner included,Swimming pool,Metro access,No prepayment needed – pay at the property,,23040
Newly Built Gold The Royal With Rooftop Restaurant - 2Mins Walk From New Delhi Rail Station & 5Mins from Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",67088.0,111814.0,Fabulous,8.7,808,Executive Suite With Window,2 large double beds,,Hot tub/Jacuzzi,No Metro,Free cancellation,,3354
goSTOPS Delhi,"Central Delhi, New Delhi (Chandni Chowk)",18304.0,25074.0,Review score,6.6,279,Bed in 6 Bed Mixed AC Dormitory Room with Ensuite Bathroom,3 beds in dormitories3 bunk beds,,,Metro access,,,915
Hotel Prince Palace (The Green),"Paharganj, New Delhi (Chandni Chowk)",10400.0,10400.0,Review score,4.3,436,Budget Double Room,4 single beds,,,Metro access,Free cancellation,,520
"The Imperial, New Delhi","Connaught Place, New Delhi",345548.0,345548.0,Exceptional,9.5,"1,696",Grand Heritage Room,1 extra-large double bed,Breakfast included,Swimming pool,Metro access,,,62199
HOTEL THE M M Continental- New Delhi RAILWAY STATION,"Paharganj, New Delhi (Chandni Chowk)",12935.0,12935.0,Review score,4.7,61,Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,No prepayment needed – pay at the property,,772
Hotel Golden Oasis - 5 Minute Walk from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",19206.0,48016.0,Good,7.5,99,Deluxe Room,2 double beds,,,No Metro,Free cancellation,,960
Smyle Inn - Best Budget Hotel near New Delhi Train Station,"Paharganj, New Delhi (Chandni Chowk)",13954.0,17442.0,Very good,8.3,"1,904",Comfort Room,Beds: 1 double or 2 singles,,,No Metro,,,698
Himalaya Palace by SG Hospitality,"Paharganj, New Delhi (Chandni Chowk)",7949.0,15898.0,Exceptional,10.0,7,Family Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,397
"The Hans, New Delhi",New Delhi,91310.0,91310.0,Review score,6.5,497,Deluxe Room,Beds: 1 double or 2 singles,Breakfast included,,Metro access,,,16436
Gold The Prime Newly Built 2 Mins From Connaught Place and Railway Station,"Paharganj, New Delhi (Chandni Chowk)",42658.0,71096.0,Fabulous,8.6,376,Family Suite With Glass Enclosed Shower,Private suite1 extra-large double bed,Breakfast included,,No Metro,Free cancellation,,2133
Homestay at Kashmiri Gate Metro & Old Delhi Railway Station,"Central Delhi, New Delhi (Chandni Chowk)",11286.0,19800.0,Good,7.5,367,Bunk Bed in Mixed Dormitory Room,3 beds in dormitories3 bunk beds,,Free parking,Metro access,Free cancellation,,564
Brampurta inn Near New Delhi Railway Station and Rk Ashram Metro Station,"Paharganj, New Delhi (Chandni Chowk)",8460.0,8460.0,Review score,3.0,3,Double Room,2 double beds,,,No Metro,Free cancellation,,423
"THE SINGH EMPIRE, New Delhi City Centre","Paharganj, New Delhi (Chandni Chowk)",40563.0,96579.0,Very good,8.1,"2,211",Family Suite with Airport Pickup,2 extra-large double beds,,Free parking,No Metro,Free cancellation,,2028
Hotel Sehej Continental At Karol Bagh,"Karol bagh, New Delhi",29400.0,84000.0,Good,7.2,51,Deluxe King Room,2 large double beds,,,No Metro,Free cancellation,,1470
Le Meridien New Delhi,New Delhi,431600.0,431600.0,Very good,8.3,"1,249",Executive Double or Twin Room,Beds: 1 double or 2 singles,,Swimming pool,No Metro,No prepayment needed – pay at the property,,77688
Hotel Namaste Hindustan Just a Minute Away From New Delhi Railway Station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)",47600.0,68000.0,Fabulous,8.8,"2,106",Luxury Triple Room,"2 beds (1 single, 1 large double)",,,Metro access,Free cancellation,,8568
"The Connaught, New Delhi- IHCL SeleQtions","Connaught Place, New Delhi",177896.0,177896.0,Fabulous,8.8,"2,497","Superior Room, King Bed, City View, 10% disc on food and soft beverage Happy hours (one plus one) from 17:30hrs to 19:30hrs  (except on 14th February)",2 extra-large double beds,,Swimming pool,Metro access,,,32021
Hotel Tashkent Palace - Walk in from New Delhi Station & Metro Station,"Paharganj, New Delhi (Chandni Chowk)",10660.0,15228.0,Good,7.5,"1,404",Deluxe Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,,533
FabHotel Marble Arch,"Karol bagh, New Delhi",21652.0,46068.0,Good,7.0,"1,239",Deluxe Room,2 double beds,,,Metro access,No prepayment needed – pay at the property,,1083
Hotel New King International- Free Airport Pick up,"Paharganj, New Delhi (Chandni Chowk)",28035.0,40050.0,Superb,9.1,69,Superior Double  Room with Free Airport pick up,Entire studio • 1 bathroom • 30 m²1 double bed,,,Metro access,,,1402
